,SNo,Description,pathalias,geo_is_public,o_width,url_s,place_id,url_sq,media_status,longitude,o_height,owner,width_sq,id,height_t,url_t,title,woeid,views,geo_is_friend,geo_is_contact,datetaken,farm,secret,latitude,accuracy,isfamily,machine_tags,media,height_sq,tags,isfriend,datetakengranularity,datetakenunknown,geo_is_family,dateupload,width_n,width_o,width_l,width_m,url_z,license,height_c,height_l,height_m,height_n,ispublic,height_o,width_c,url_q,server,url_o,url_n,url_m,url_l,width_z,height_q,context,height_s,width_t,url_c,width_s,height_z,width_q
1101,1101.0,,,1,,https://farm6.staticflickr.com/5538/30509890081_f117edf09b_m.jpg,9DzU_K1TWr.LFkC53w,https://farm6.staticflickr.com/5538/30509890081_f117edf09b_s.jpg,ready,139.710045,,42669017@N07,75,30509890081,100,https://farm6.staticflickr.com/5538/30509890081_f117edf09b_t.jpg,Shibuya River is quiet and intriguing. #shibuya #tokyo #nightphotography,28528655,0,0,0,2016-10-27 21:13:36,6,f117edf09b,35.646643,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram xproii,0,0,1,0,1477570416,320,1080,1024,500,https://farm6.staticflickr.com/5538/30509890081_f117edf09b_z.jpg,0,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5538/30509890081_f117edf09b_q.jpg,5538,https://farm6.staticflickr.com/5538/30509890081_51c54988c5_o.jpg,https://farm6.staticflickr.com/5538/30509890081_f117edf09b_n.jpg,https://farm6.staticflickr.com/5538/30509890081_f117edf09b.jpg,https://farm6.staticflickr.com/5538/30509890081_f117edf09b_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5538/30509890081_f117edf09b_c.jpg,240,640,150
1102,1102.0,,nasir-khan,1,,https://farm6.staticflickr.com/5552/30561427086_ae21334d24_m.jpg,cSTNgWxQWrI4.TCr,https://farm6.staticflickr.com/5552/30561427086_ae21334d24_s.jpg,ready,90.405065,,48383507@N06,75,30561427086,100,https://farm6.staticflickr.com/5552/30561427086_ae21334d24_t.jpg,#olddhaka #dhaka #porter #streetphotography #street #people,1888427,3,0,0,2016-10-27 18:13:32,6,ae21334d24,23.717443,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram ludwig,0,0,1,0,1477570412,256,1080,819,400,https://farm6.staticflickr.com/5552/30561427086_ae21334d24_z.jpg,5,800,1024,500,320,1,1350,640,https://farm6.staticflickr.com/5552/30561427086_ae21334d24_q.jpg,5552,https://farm6.staticflickr.com/5552/30561427086_2b31b173c6_o.jpg,https://farm6.staticflickr.com/5552/30561427086_ae21334d24_n.jpg,https://farm6.staticflickr.com/5552/30561427086_ae21334d24.jpg,https://farm6.staticflickr.com/5552/30561427086_ae21334d24_b.jpg,512,150,0,240,80,https://farm6.staticflickr.com/5552/30561427086_ae21334d24_c.jpg,192,640,150
1103,1103.0,"<a href=""http://bit.ly/2edOSvd"" rel=""nofollow"">Airport City Hotel</a> is amongst the best luxury hotels in Kolkata. Hotel Airport City is a traveler's delight and presents a good mixture of comfort and amenities to guests. The hotel has grown out to be a traveler's perfect staying destination with utmost comfort and desired hospitality.",,1,,https://farm9.staticflickr.com/8675/30598097135_b2e1029304_m.jpg,pTp8vs9YUrI02.m0Lw,https://farm9.staticflickr.com/8675/30598097135_b2e1029304_s.jpg,ready,88.435400,,143285797@N06,75,30598097135,75,https://farm9.staticflickr.com/8675/30598097135_b2e1029304_t.jpg,Airport City Hotel,90898644,0,0,0,2016-10-27 05:13:31,9,b2e1029304,22.654537,16,0,,photo,75,airportcityhotel,0,0,1,0,1477570438,320,634,,500,https://farm9.staticflickr.com/8675/30598097135_b2e1029304_z.jpg,0,,,375,240,1,475,,https://farm9.staticflickr.com/8675/30598097135_b2e1029304_q.jpg,8675,https://farm9.staticflickr.com/8675/30598097135_b1965c1dc4_o.jpg,https://farm9.staticflickr.com/8675/30598097135_b2e1029304_n.jpg,https://farm9.staticflickr.com/8675/30598097135_b2e1029304.jpg,,634,150,0,180,100,,240,475,150
1104,1104.0,,alookthroughlens,1,1080,https://farm6.staticflickr.com/5698/30481128622_e837b2aeb3_m.jpg,eLwkNdlUV7svttw,https://farm6.staticflickr.com/5698/30481128622_e837b2aeb3_s.jpg,ready,16.368800,1080,96994369@N00,75,30481128622,100,https://farm6.staticflickr.com/5698/30481128622_e837b2aeb3_t.jpg,#instagram #iphone6 #iphoneography #hipstamatic #monochrome #blackandwhite #people #bnw_sweden #vienna #austria #streetview #streetphotography #urban urbanphotography #urbanview,551790,1,0,0,2016-10-27 14:13:29,6,e837b2aeb3,48.202550,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram ludwig,0,0,1,0,1477570409,320,1080,1024,500,https://farm6.staticflickr.com/5698/30481128622_e837b2aeb3_z.jpg,0,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5698/30481128622_e837b2aeb3_q.jpg,5698,https://farm6.staticflickr.com/5698/30481128622_4030f05d8d_o.jpg,https://farm6.staticflickr.com/5698/30481128622_e837b2aeb3_n.jpg,https://farm6.staticflickr.com/5698/30481128622_e837b2aeb3.jpg,https://farm6.staticflickr.com/5698/30481128622_e837b2aeb3_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5698/30481128622_e837b2aeb3_c.jpg,240,640,150
1105,1105.0,"Ich habe wieder mal Erinnerungen aus meiner Studienzeit (1969 - 75) gesucht

Bei Francesco in der Cucina di Napoli gab's die beste Pizza",,1,,https://farm6.staticflickr.com/5617/30561426246_9d0591f876_m.jpg,eCXXkylXVrKwo5k,https://farm6.staticflickr.com/5617/30561426246_9d0591f876_s.jpg,ready,11.003515,,24973309@N04,75,30561426246,100,https://farm6.staticflickr.com/5617/30561426246_9d0591f876_t.jpg,Erlanger Spurensuche 2/5,648418,24,0,0,2016-08-28 16:44:31,6,9d0591f876,49.600496,16,0,,photo,75,spurensuche engelstrase pizzeria erlangen franken mittelfranken bayern bavaria deutschland germany sommer august leica leicam typ240 captureone9 colorefexpro4 leicasummilux35mmf14asphii,0,0,0,0,1477570406,214,,684,334,https://farm6.staticflickr.com/5617/30561426246_9d0591f876_z.jpg,0,800,1024,500,320,1,,534,https://farm6.staticflickr.com/5617/30561426246_9d0591f876_q.jpg,5617,,https://farm6.staticflickr.com/5617/30561426246_9d0591f876_n.jpg,https://farm6.staticflickr.com/5617/30561426246_9d0591f876.jpg,https://farm6.staticflickr.com/5617/30561426246_9d0591f876_b.jpg,428,150,0,240,67,https://farm6.staticflickr.com/5617/30561426246_9d0591f876_c.jpg,160,640,150
1106,1106.0,,gero18,1,,https://farm6.staticflickr.com/5671/29965974084_06dc2952b2_m.jpg,Ze3hFgdTVr02.cK6lA,https://farm6.staticflickr.com/5671/29965974084_06dc2952b2_s.jpg,ready,114.201217,,71008883@N06,75,29965974084,100,https://farm6.staticflickr.com/5671/29965974084_06dc2952b2_t.jpg,魷魚～燒的～  #魷魚 #燒 #吃 #食,24702947,0,0,0,2016-10-27 20:13:26,6,06dc2952b2,22.340969,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram xproii,0,0,1,0,1477570406,320,1080,1024,500,https://farm6.staticflickr.com/5671/29965974084_06dc2952b2_z.jpg,0,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5671/29965974084_06dc2952b2_q.jpg,5671,https://farm6.staticflickr.com/5671/29965974084_5234f9aefb_o.jpg,https://farm6.staticflickr.com/5671/29965974084_06dc2952b2_n.jpg,https://farm6.staticflickr.com/5671/29965974084_06dc2952b2.jpg,https://farm6.staticflickr.com/5671/29965974084_06dc2952b2_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5671/29965974084_06dc2952b2_c.jpg,240,640,150
1107,1107.0,,bsmaichel,1,,https://farm6.staticflickr.com/5581/30598095225_2e980af171_m.jpg,rWTrDKxTVLJnYdmkcA,https://farm6.staticflickr.com/5581/30598095225_2e980af171_s.jpg,ready,6.783300,,50661025@N07,75,30598095225,100,https://farm6.staticflickr.com/5581/30598095225_2e980af171_t.jpg,2016 #Oktober #studio #mobile #atelier #Düsseldorf #Bilk,26822266,0,0,0,2016-10-27 05:13:25,6,2e980af171,51.233300,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477570405,320,1080,1024,500,https://farm6.staticflickr.com/5581/30598095225_2e980af171_z.jpg,1,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5581/30598095225_2e980af171_q.jpg,5581,https://farm6.staticflickr.com/5581/30598095225_4ca8df2057_o.jpg,https://farm6.staticflickr.com/5581/30598095225_2e980af171_n.jpg,https://farm6.staticflickr.com/5581/30598095225_2e980af171.jpg,https://farm6.staticflickr.com/5581/30598095225_2e980af171_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5581/30598095225_2e980af171_c.jpg,240,640,150
1108,1108.0,,queen_of_subtle,1,5312,https://farm6.staticflickr.com/5632/30598093915_45cea26f82_m.jpg,tD.j6JBUVLoySUUZsw,https://farm6.staticflickr.com/5632/30598093915_45cea26f82_s.jpg,ready,-81.791112,2988,12247055@N00,75,30598093915,56,https://farm6.staticflickr.com/5632/30598093915_45cea26f82_t.jpg,Pet Masquerade at Casa Marina,56019900,1,0,0,2016-10-26 17:59:30,6,45cea26f82,24.547222,16,0,,photo,75,fall 2016 keywest petmasquerade,0,0,0,0,1477570401,320,5312,1024,500,https://farm6.staticflickr.com/5632/30598093915_45cea26f82_z.jpg,2,450,576,281,180,1,2988,800,https://farm6.staticflickr.com/5632/30598093915_45cea26f82_q.jpg,5632,https://farm6.staticflickr.com/5632/30598093915_4f865aac4b_o.jpg,https://farm6.staticflickr.com/5632/30598093915_45cea26f82_n.jpg,https://farm6.staticflickr.com/5632/30598093915_45cea26f82.jpg,https://farm6.staticflickr.com/5632/30598093915_45cea26f82_b.jpg,640,150,0,135,100,https://farm6.staticflickr.com/5632/30598093915_45cea26f82_c.jpg,240,360,150
1109,1109.0,"Looking across to the Liquid Natural Gas processing plant outside the town, with a tanker in port. Map location is roughly where this was taken from.",phil_masters,1,5184,https://farm6.staticflickr.com/5733/30598092775_e8702ebd26_m.jpg,fS64fQxZV7OBpaM,https://farm6.staticflickr.com/5733/30598092775_e8702ebd26_s.jpg,ready,23.690525,3456,35234357@N04,75,30598092775,67,https://farm6.staticflickr.com/5733/30598092775_e8702ebd26_t.jpg,Hammerfest from Mount Salen (4),859348,1,0,0,2016-07-20 10:26:55,6,e8702ebd26,70.662043,16,0,,photo,75,norwayholiday norway 20thjuly july2016 hammerfest mountsalen shipsandboats lng liquidnaturalgas lngprocessing lngplant lngprocessingplant liquidnaturalgasprocessing liquidnaturalgasplant liquidnaturalgasprocessingplant liquidnaturalgasplanthammerfest lngplanthammerfest,0,0,0,0,1477570600,320,5184,1024,500,https://farm6.staticflickr.com/5733/30598092775_e8702ebd26_z.jpg,0,534,683,333,213,1,3456,800,https://farm6.staticflickr.com/5733/30598092775_e8702ebd26_q.jpg,5733,https://farm6.staticflickr.com/5733/30598092775_e17249cb17_o.jpg,https://farm6.staticflickr.com/5733/30598092775_e8702ebd26_n.jpg,https://farm6.staticflickr.com/5733/30598092775_e8702ebd26.jpg,https://farm6.staticflickr.com/5733/30598092775_e8702ebd26_b.jpg,640,150,0,160,100,https://farm6.staticflickr.com/5733/30598092775_e8702ebd26_c.jpg,240,427,150
1110,1110.0,,hugodesigner,1,,https://farm6.staticflickr.com/5784/30298285430_d90832d85d_m.jpg,qKKLKt9TUbkzbxYIFg,https://farm6.staticflickr.com/5784/30298285430_d90832d85d_s.jpg,ready,-46.656388,,21666802@N06,75,30298285430,100,https://farm6.staticflickr.com/5784/30298285430_d90832d85d_t.jpg,upload,23388212,1,0,0,2016-10-27 05:13:18,6,d90832d85d,-23.626111,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477570398,320,480,,480,,0,,,480,320,1,480,,https://farm6.staticflickr.com/5784/30298285430_d90832d85d_q.jpg,5784,https://farm6.staticflickr.com/5784/30298285430_7cc0a5c3b8_o.jpg,https://farm6.staticflickr.com/5784/30298285430_d90832d85d_n.jpg,https://farm6.staticflickr.com/5784/30298285430_d90832d85d.jpg,,,150,0,240,100,,240,,150
1111,1111.0,,,1,,https://farm6.staticflickr.com/5696/30509885871_7809d3fd58_m.jpg,QXE2FfRQU7tPsB09,https://farm6.staticflickr.com/5696/30509885871_7809d3fd58_s.jpg,ready,132.476921,,84448690@N06,75,30509885871,100,https://farm6.staticflickr.com/5696/30509885871_7809d3fd58_t.jpg,Ohtorii gate out in the middle on the water on miyajima island #miyajimaisland #japan #water #ohtoriigate #tourist,1117227,0,0,0,2016-10-27 05:13:16,6,7809d3fd58,34.398108,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477570396,320,1080,1024,500,https://farm6.staticflickr.com/5696/30509885871_7809d3fd58_z.jpg,0,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5696/30509885871_7809d3fd58_q.jpg,5696,https://farm6.staticflickr.com/5696/30509885871_1cd1328637_o.jpg,https://farm6.staticflickr.com/5696/30509885871_7809d3fd58_n.jpg,https://farm6.staticflickr.com/5696/30509885871_7809d3fd58.jpg,https://farm6.staticflickr.com/5696/30509885871_7809d3fd58_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5696/30509885871_7809d3fd58_c.jpg,240,640,150
1112,1112.0,,ryan-lee,1,,https://farm6.staticflickr.com/5731/30561423696_02b44a38be_m.jpg,rmiGGfpTVrP0_M0H,https://farm6.staticflickr.com/5731/30561423696_02b44a38be_s.jpg,ready,-72.283393,,41844437@N07,75,30561423696,100,https://farm6.staticflickr.com/5731/30561423696_02b44a38be_t.jpg,"Panoramas of Hawk's Nest Beach, January 2016 #oldlyme #oldlymect #connecticut #newengland #oldlymelocal #scenesofnewengland #newenglandphotography #hnb #sunrise #sunset #beach #hawksnest #hawksnestbeach #ctshoreline #ctbeaches #visitct",2495871,0,0,0,2016-10-27 08:13:15,6,02b44a38be,41.283067,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477570395,320,1080,1024,500,https://farm6.staticflickr.com/5731/30561423696_02b44a38be_z.jpg,0,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5731/30561423696_02b44a38be_q.jpg,5731,https://farm6.staticflickr.com/5731/30561423696_ea4e195047_o.jpg,https://farm6.staticflickr.com/5731/30561423696_02b44a38be_n.jpg,https://farm6.staticflickr.com/5731/30561423696_02b44a38be.jpg,https://farm6.staticflickr.com/5731/30561423696_02b44a38be_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5731/30561423696_02b44a38be_c.jpg,240,640,150
1113,1113.0,Come and visit us at CAPER 2016 in Buenos Aires. You can find us at our partner booth “Viditec” until friday.,riedelcommunications,1,,https://farm6.staticflickr.com/5557/30598089325_906d570cd2_m.jpg,6a60.9VSUbtRfWE,https://farm6.staticflickr.com/5557/30598089325_906d570cd2_s.jpg,ready,-58.400612,,129032122@N06,75,30598089325,75,https://farm6.staticflickr.com/5557/30598089325_906d570cd2_t.jpg,CAPER 2016,331770,0,0,0,2016-10-26 12:43:41,6,906d570cd2,-34.569242,16,0,,photo,75,riedel riedelcommunications communications buenos aires caper 2016 show capershow viditec,0,0,0,0,1477570419,320,4032,1024,500,https://farm6.staticflickr.com/5557/30598089325_906d570cd2_z.jpg,0,600,768,375,240,1,3024,800,https://farm6.staticflickr.com/5557/30598089325_906d570cd2_q.jpg,5557,https://farm6.staticflickr.com/5557/30598089325_c2f3799b41_o.jpg,https://farm6.staticflickr.com/5557/30598089325_906d570cd2_n.jpg,https://farm6.staticflickr.com/5557/30598089325_906d570cd2.jpg,https://farm6.staticflickr.com/5557/30598089325_906d570cd2_b.jpg,640,150,0,180,100,https://farm6.staticflickr.com/5557/30598089325_906d570cd2_c.jpg,240,480,150
1114,1114.0,"C'est le printemps sur l'étang, pour les foulques aussi!",,1,1639,https://farm6.staticflickr.com/5329/29964138413_1324e1761f_m.jpg,ctBnTftUVbNIin0,https://farm6.staticflickr.com/5329/29964138413_1324e1761f_s.jpg,ready,2.225160,1063,143018951@N07,75,29964138413,65,https://farm6.staticflickr.com/5329/29964138413_1324e1761f_t.jpg,Les spectateurs.,579908,34,0,0,2016-04-03 10:42:22,6,1324e1761f,48.750416,13,0,,photo,75,,0,0,0,0,1477570459,320,1639,1024,500,https://farm6.staticflickr.com/5329/29964138413_1324e1761f_z.jpg,0,519,664,324,208,1,1063,800,https://farm6.staticflickr.com/5329/29964138413_1324e1761f_q.jpg,5329,https://farm6.staticflickr.com/5329/29964138413_674d1cc124_o.jpg,https://farm6.staticflickr.com/5329/29964138413_1324e1761f_n.jpg,https://farm6.staticflickr.com/5329/29964138413_1324e1761f.jpg,https://farm6.staticflickr.com/5329/29964138413_1324e1761f_b.jpg,640,150,0,156,100,https://farm6.staticflickr.com/5329/29964138413_1324e1761f_c.jpg,240,415,150
1115,1115.0,Come and visit us at CAPER 2016 in Buenos Aires. You can find us at our partner booth “Viditec” until friday.,riedelcommunications,1,,https://farm6.staticflickr.com/5827/30509881711_625c674447_m.jpg,6a60.9VSUbtRfWE,https://farm6.staticflickr.com/5827/30509881711_625c674447_s.jpg,ready,-58.400612,,129032122@N06,75,30509881711,75,https://farm6.staticflickr.com/5827/30509881711_625c674447_t.jpg,CAPER 2016,331770,0,0,0,2016-10-26 12:57:26,6,625c674447,-34.569242,16,0,,photo,75,riedel riedelcommunications communications buenos aires caper 2016 show capershow viditec,0,0,0,0,1477570420,320,4032,1024,500,https://farm6.staticflickr.com/5827/30509881711_625c674447_z.jpg,0,600,768,375,240,1,3024,800,https://farm6.staticflickr.com/5827/30509881711_625c674447_q.jpg,5827,https://farm6.staticflickr.com/5827/30509881711_e9077762bc_o.jpg,https://farm6.staticflickr.com/5827/30509881711_625c674447_n.jpg,https://farm6.staticflickr.com/5827/30509881711_625c674447.jpg,https://farm6.staticflickr.com/5827/30509881711_625c674447_b.jpg,640,150,0,180,100,https://farm6.staticflickr.com/5827/30509881711_625c674447_c.jpg,240,480,150
1116,1116.0,,ardisblossom,1,,https://farm6.staticflickr.com/5764/30509881581_1951420196_m.jpg,wl.iXIFQU7qaPAcf,https://farm6.staticflickr.com/5764/30509881581_1951420196_s.jpg,ready,143.431554,,47504500@N08,75,30509881581,100,https://farm6.staticflickr.com/5764/30509881581_1951420196_t.jpg,12小時的大洋路之旅，有漫山遍野的綿羊和牛牛、有金黃色的小雛菊花海、有windows桌面一樣的藍天白雲大草原、有勁風大浪的峽谷和十二門徒石。去過那裡，此生無憾焉。(拍片更美，希望今晚剪完出vlog） —————————————————— #ArDisAUS #ArDisMelbourne,1105064,0,0,0,2016-10-27 20:13:02,6,1951420196,-38.353966,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477570382,320,1080,1024,500,https://farm6.staticflickr.com/5764/30509881581_1951420196_z.jpg,0,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5764/30509881581_1951420196_q.jpg,5764,https://farm6.staticflickr.com/5764/30509881581_5a48d39611_o.jpg,https://farm6.staticflickr.com/5764/30509881581_1951420196_n.jpg,https://farm6.staticflickr.com/5764/30509881581_1951420196.jpg,https://farm6.staticflickr.com/5764/30509881581_1951420196_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5764/30509881581_1951420196_c.jpg,240,640,150
1117,1117.0,,hugodesigner,1,,https://farm6.staticflickr.com/5494/30298281590_3c707c00f5_m.jpg,qKKLKt9TUbkzbxYIFg,https://farm6.staticflickr.com/5494/30298281590_3c707c00f5_s.jpg,ready,-46.656388,,21666802@N06,75,30298281590,100,https://farm6.staticflickr.com/5494/30298281590_3c707c00f5_t.jpg,upload,23388212,0,0,0,2016-10-27 05:13:00,6,3c707c00f5,-23.626111,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477570380,320,750,750,500,https://farm6.staticflickr.com/5494/30298281590_3c707c00f5_z.jpg,0,,750,500,320,1,750,,https://farm6.staticflickr.com/5494/30298281590_3c707c00f5_q.jpg,5494,https://farm6.staticflickr.com/5494/30298281590_ac0896a0bf_o.jpg,https://farm6.staticflickr.com/5494/30298281590_3c707c00f5_n.jpg,https://farm6.staticflickr.com/5494/30298281590_3c707c00f5.jpg,https://farm6.staticflickr.com/5494/30298281590_3c707c00f5_b.jpg,640,150,0,240,100,,240,640,150
1118,1118.0,,hugodesigner,1,,https://farm6.staticflickr.com/5553/30598080195_8f9c8f5c4c_m.jpg,qKKLKt9TUbkzbxYIFg,https://farm6.staticflickr.com/5553/30598080195_8f9c8f5c4c_s.jpg,ready,-46.656502,,21666802@N06,75,30598080195,100,https://farm6.staticflickr.com/5553/30598080195_8f9c8f5c4c_t.jpg,Essa foto sou eu quando chegar no céu.. :),23388212,0,0,0,2016-10-27 05:12:46,6,8f9c8f5c4c,-23.627498,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram inkwell,0,0,1,0,1477570366,320,1080,1024,500,https://farm6.staticflickr.com/5553/30598080195_8f9c8f5c4c_z.jpg,0,800,1024,500,320,1,1080,800,https://farm6.staticflickr.com/5553/30598080195_8f9c8f5c4c_q.jpg,5553,https://farm6.staticflickr.com/5553/30598080195_4e555d75e8_o.jpg,https://farm6.staticflickr.com/5553/30598080195_8f9c8f5c4c_n.jpg,https://farm6.staticflickr.com/5553/30598080195_8f9c8f5c4c.jpg,https://farm6.staticflickr.com/5553/30598080195_8f9c8f5c4c_b.jpg,640,150,0,240,100,https://farm6.staticflickr.com/5553/30598080195_8f9c8f5c4c_c.jpg,240,640,150
1119,1119.0,,irek-irl,1,3264,https://farm6.staticflickr.com/5526/30598080055_1d598e2edd_m.jpg,ksB_zt5QU7xaJ8CR,https://farm6.staticflickr.com/5526/30598080055_1d598e2edd_s.jpg,ready,125.134166,2448,10620530@N06,75,30598080055,75,https://farm6.staticflickr.com/5526/30598080055_1d598e2edd_t.jpg,2016-10-27_01-11-03,1167773,0,0,0,2016-09-29 19:08:29,6,1d598e2edd,6.073333,16,0,,photo,75,,0,0,0,0,1477570366,320,3264,1024,500,https://farm6.staticflickr.com/5526/30598080055_1d598e2edd_z.jpg,0,600,768,375,240,1,2448,800,https://farm6.staticflickr.com/5526/30598080055_1d598e2edd_q.jpg,5526,https://farm6.staticflickr.com/5526/30598080055_b50a84ca31_o.jpg,https://farm6.staticflickr.com/5526/30598080055_1d598e2edd_n.jpg,https://farm6.staticflickr.com/5526/30598080055_1d598e2edd.jpg,https://farm6.staticflickr.com/5526/30598080055_1d598e2edd_b.jpg,640,150,0,180,100,https://farm6.staticflickr.com/5526/30598080055_1d598e2edd_c.jpg,240,480,150
1120,1120.0,,clovisvilela,1,,https://farm6.staticflickr.com/5575/30598075695_5d2659d433_m.jpg,Z6YQoodYUrvrnd.3rQ,https://farm6.staticflickr.com/5575/30598075695_5d2659d433_s.jpg,ready,-35.743467,,39553252@N05,75,30598075695,100,https://farm6.staticflickr.com/5575/30598075695_5d2659d433_t.jpg,upload,90138808,0,0,0,2016-10-27 09:12:35,6,5d2659d433,-9.565893,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477570355,320,480,,480,,0,,,480,320,1,480,,https://farm6.staticflickr.com/5575/30598075695_5d2659d433_q.jpg,5575,https://farm6.staticflickr.com/5575/30598075695_8da471e884_o.jpg,https://farm6.staticflickr.com/5575/30598075695_5d2659d433_n.jpg,https://farm6.staticflickr.com/5575/30598075695_5d2659d433.jpg,,,150,0,240,100,,240,,150
1121,1121.0,"Aubach in central Munich.

Camera: Mamiya Universal

Lens: Mamiya Sekor 75mm Model P

Film back: Polaroid type 100.

Film: Fujifilm FP-100c

Exposure: 1/15s f8

Scanner: Epson Perfection V
700",martinssonmartin,1,,https://farm6.staticflickr.com/5689/30561413836_972c61ff85_m.jpg,AT2jpnhXV72.wOw,https://farm6.staticflickr.com/5689/30561413836_972c61ff85_s.jpg,ready,11.563177,,85839074@N05,75,30561413836,100,https://farm6.staticflickr.com/5689/30561413836_972c61ff85_t.jpg,Aubach (FP-100c),657327,12,0,0,2016-10-27 14:12:20,6,972c61ff85,48.108116,16,0,,photo,75,mamiyauniversal autumn instantfilm 2016 fall film analoguephotography 75mm scan polaroidback aubach mamiyasekorp epsonperfectionv700 polaroid stream fp100c fujifilm mã¼nchen bayern tyskland de,0,0,1,0,1477570352,253,,809,395,https://farm6.staticflickr.com/5689/30561413836_972c61ff85_z.jpg,0,800,1024,500,320,1,,632,https://farm6.staticflickr.com/5689/30561413836_972c61ff85_q.jpg,5689,,https://farm6.staticflickr.com/5689/30561413836_972c61ff85_n.jpg,https://farm6.staticflickr.com/5689/30561413836_972c61ff85.jpg,https://farm6.staticflickr.com/5689/30561413836_972c61ff85_b.jpg,506,150,0,240,79,https://farm6.staticflickr.com/5689/30561413836_972c61ff85_c.jpg,190,640,150
1122,1122.0,,sarahcb21,1,,https://farm6.staticflickr.com/5567/29965960304_f668cacde3_m.jpg,Yua9IJtQUL9gwvgsGw,https://farm6.staticflickr.com/5567/29965960304_f668cacde3_s.jpg,ready,-95.713306,,9502372@N05,75,29965960304,56,https://farm6.staticflickr.com/5567/29965960304_f668cacde3_t.jpg,#nofilter #noedits #creepyaf Fog this morning! #dayinthelife #aedayinthelife,12588459,0,0,0,2016-10-27 07:12:28,6,f668cacde3,39.133549,16,0,uploaded:by=instagram,photo,75,instagramapp square squareformat iphoneography uploaded:by=instagram,0,0,1,0,1477570348,320,,1024,500,https://farm6.staticflickr.com/5567/29965960304_f668cacde3_z.jpg,0,450,576,281,180,1,,800,https://farm6.staticflickr.com/5567/29965960304_f668cacde3_q.jpg,5567,,https://farm6.staticflickr.com/5567/29965960304_f668cacde3_n.jpg,https://farm6.staticflickr.com/5567/29965960304_f668cacde3.jpg,https://farm6.staticflickr.com/5567/29965960304_f668cacde3_b.jpg,640,150,0,135,100,https://farm6.staticflickr.com/5567/29965960304_f668cacde3_c.jpg,240,360,150
1123,1123.0,"Camera: Mamiya Universal

Lens: Mamiya Sekor 75mm Model P

Film back: Polaroid type 100.

Film: Fujifilm FP-100c

Exposure: 1/30s f8

Scanner: Epson Perfection V700",martinssonmartin,1,,https://farm6.staticflickr.com/5508/30481121942_3164d8ed12_m.jpg,AT2jpnhXV72.wOw,https://farm6.staticflickr.com/5508/30481121942_3164d8ed12_s.jpg,ready,11.563177,,85839074@N05,75,30481121942,100,https://farm6.staticflickr.com/5508/30481121942_3164d8ed12_t.jpg,Parental leave (FP-100c),657327,4,0,0,2016-10-27 14:12:20,6,3164d8ed12,48.108116,16,0,,photo,75,mamiyauniversal autumn analoguephotography film aubach 75mm mamiyasekorp scan polaroidback instantfilm fp100c epsonperfectionv700 2016 fall fujifilm polaroid mã¼nchen bayern tyskland de,0,0,1,0,1477570345,255,,817,399,https://farm6.staticflickr.com/5508/30481121942_3164d8ed12_z.jpg,0,800,1024,500,320,1,,638,https://farm6.staticflickr.com/5508/30481121942_3164d8ed12_q.jpg,5508,,https://farm6.staticflickr.com/5508/30481121942_3164d8ed12_n.jpg,https://farm6.staticflickr.com/5508/30481121942_3164d8ed12.jpg,https://farm6.staticflickr.com/5508/30481121942_3164d8ed12_b.jpg,511,150,0,240,80,https://farm6.staticflickr.com/5508/30481121942_3164d8ed12_c.jpg,192,640,150
